State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Georgia,Rain,2011-01-05,1,Rural-Local Road or Street,38,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,5,3
Georgia,Rain,2011-01-05,1,Rural-Local Road or Street,,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,5,3
Hawaii,Clear,2011-01-23,1,Rural-Minor Arterial,17,0.21,Driver of a Motor Vehicle In-Transport,Unknown,Hawaiian (includes Part-Hawaiian),Male,Fatal Injury (K),2011,1,23,7
Hawaii,Clear,2011-01-23,1,Rural-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,23,7
Illinois,Snow,2011-01-11,1,Urban-Principal Arterial-Interstate,37,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2
Iowa,Clear,2011-01-15,1,Rural-Local Road or Street,53,,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,15,6
Kansas,Clear,2011-01-15,1,Rural-Minor Arterial,39,0.1,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,15,6
Kentucky,Cloudy,2011-01-16,1,Urban-Other Principal Arterial,26,0.21,Driver of a Motor Vehicle In-Transport,Yes,,Male,Incapacitating Injury (A),2011,1,16,7
Louisiana,Clear,2011-01-21,1,Rural-Minor Arterial,42,0.13,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,21,5
Maine,Cloudy,2011-02-14,1,Rural-Local Road or Street,28,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,14,1
Maine,Cloudy,2011-02-14,1,Rural-Local Road or Street,47,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,14,1
Maryland,Clear,2011-01-15,1,Rural-Minor Arterial,25,0.01,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,15,6
Maryland,Clear,2011-01-15,1,Rural-Minor Arterial,55,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,15,6
Michigan,Snow,2011-01-09,1,Rural-Principal Arterial-Other,18,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,9,7
Maine,Rain,2011-01-19,1,Rural-Major Collector,20,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,19,3
Massachusetts,"Fog, Smog, Smoke",2011-05-29,1,Urban-Principal Arterial-Interstate,40,0.15,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,5,29,7
Michigan,Snow,2011-01-03,1,Urban-Other Principal Arterial,21,0.18,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,3,1
Minnesota,Clear,2011-01-09,1,Rural-Principal Arterial-Other,40,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,9,7
Nebraska,Clear,2011-01-06,1,Urban-Local Road or Street,83,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,6,4
New Hampshire,Clear,2011-01-07,1,Rural-Major Collector,54,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,7,5
New Hampshire,Clear,2011-01-07,1,Rural-Major Collector,64,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,7,5
New Jersey,Clear,2011-01-14,1,Rural-Major Collector,57,0.41,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,14,5
New York,Rain,2011-01-19,2,Urban-Other Principal Arterial,70,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,19,3
North Dakota,Cloudy,2011-01-06,1,Rural-Principal Arterial-Other,75,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,6,4
Oklahoma,Clear,2011-01-03,1,Rural-Principal Arterial-Other,34,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,3,1
Oklahoma,Clear,2011-01-03,1,Rural-Principal Arterial-Other,64,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,3,1
Oregon,Cloudy,2011-01-04,1,Urban-Other Principal Arterial,38,0.34,Pedestrian,Unknown,Black,Male,Fatal Injury (K),2011,1,4,2
Pennsylvania,Clear,2011-01-04,1,Urban-Other Principal Arterial,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,4,2
South Carolina,Clear,2011-01-01,1,Rural-Local Road or Street,35,0.07,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,1,6
South Dakota,Cloudy,2011-02-06,1,Rural-Principal Arterial-Interstate,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,6,7
South Dakota,Cloudy,2011-02-06,1,Rural-Principal Arterial-Interstate,20,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,6,7
Tennessee,Clear,2011-01-03,1,Rural-Principal Arterial-Other,60,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,3,1
Texas,Clear,2011-01-01,1,Rural-Local Road or Street,25,0.2,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,1,6
Utah,Clear,2011-01-22,2,Rural-Minor Arterial,32,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,22,6
Virginia,Clear,2011-01-08,1,Urban-Collector,73,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,8,6
Washington,Clear,2011-01-15,1,Rural-Principal Arterial-Other,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,15,6
West Virginia,Clear,2011-01-06,1,Rural-Minor Arterial,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,6,4
West Virginia,Clear,2011-01-06,1,Rural-Minor Arterial,66,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,6,4
Wyoming,Cloudy,2011-02-04,1,Rural-Principal Arterial-Interstate,24,0.34,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,4,5
Alabama,Clear,2011-01-08,1,Urban-Minor Arterial,23,,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),2011,1,8,6
Arkansas,Clear,2011-01-07,1,Urban-Local Road or Street,33,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5
Arkansas,Clear,2011-01-07,1,Urban-Local Road or Street,,,Persons In/On Buildings,Not Reported,,Female,"Injured, Severity Unknown",2011,1,7,5
Connecticut,Clear,2011-01-24,1,Urban-Collector,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,24,1
Connecticut,Clear,2011-01-24,1,Urban-Collector,63,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),2011,1,24,1
Delaware,Clear,2011-02-03,1,Rural-Principal Arterial-Other,56,,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,2,3,4
District of Columbia,Clear,2011-03-01,1,Urban-Principal Arterial-Interstate,24,0.0,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),2011,3,1,2
District of Columbia,Clear,2011-03-01,1,Urban-Principal Arterial-Interstate,64,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,3,1,2
Florida,Cloudy,2011-01-03,1,Rural-Principal Arterial-Interstate,1,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,3,1
Georgia,Rain,2011-01-02,2,Urban-Unknown Urban,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,2,7
Hawaii,Clear,2011-01-01,1,Rural-Major Collector,16,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,1,1,6
Hawaii,Clear,2011-01-01,1,Rural-Major Collector,70,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Illinois,Clear,2011-01-07,1,Rural-Local Road or Street,30,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,7,5
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-09,2,Rural-Principal Arterial-Interstate,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,9,7
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-09,2,Rural-Principal Arterial-Interstate,38,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-09,2,Rural-Principal Arterial-Interstate,54,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,9,7
Kansas,Clear,2011-01-05,2,Rural-Minor Arterial,53,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,5,3
Kentucky,Snow,2011-01-07,1,Urban-Minor Arterial,32,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,7,5
Louisiana,Clear,2011-01-01,1,Rural-Minor Collector,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,1,6
Louisiana,Clear,2011-01-01,1,Rural-Minor Collector,34,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6
Maryland,Clear,2011-01-03,1,Urban-Principal Arterial-Other Freeways or Expressways,46,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1
Maryland,Clear,2011-01-03,1,Urban-Principal Arterial-Other Freeways or Expressways,52,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,3,1
Minnesota,Snow,2011-01-15,1,Urban-Principal Arterial-Interstate,25,0.0,Pedestrian,Unknown,White,Female,Fatal Injury (K),2011,1,15,6
Minnesota,Snow,2011-01-15,1,Urban-Principal Arterial-Interstate,51,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,15,6
Mississippi,Clear,2011-01-03,1,Rural-Major Collector,45,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,3,1
Montana,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-04,1,Rural-Principal Arterial-Other,27,0.06,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,4,5
Nebraska,Snow,2011-01-10,1,Urban-Other Principal Arterial,62,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,10,1
New Hampshire,Cloudy,2011-01-11,1,Urban-Principal Arterial-Interstate,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2
New Hampshire,Cloudy,2011-01-11,1,Urban-Principal Arterial-Interstate,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2
New Hampshire,Cloudy,2011-01-11,1,Urban-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2
New Jersey,Clear,2011-01-01,1,Urban-Local Road or Street,23,0.16,Pedestrian,No,White,Female,Fatal Injury (K),2011,1,1,6
New Mexico,Clear,2011-01-13,1,Rural-Principal Arterial-Other,52,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,13,4
New York,Cloudy,2011-01-09,2,Urban-Minor Arterial,18,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,9,7
North Dakota,Clear,2011-01-10,1,Rural-Minor Arterial,30,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,1,10,1
Oklahoma,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-08,1,Rural-Major Collector,49,0.22,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,8,6
Oregon,Cloudy,2011-01-07,1,Rural-Principal Arterial-Other,40,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,7,5
Pennsylvania,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,1,6
Pennsylvania,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,28,,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,1,6
Rhode Island,Cloudy,2011-02-17,1,Urban-Other Principal Arterial,31,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,17,4
South Carolina,Clear,2011-01-02,2,Rural-Major Collector,26,0.33,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7
South Dakota,Clear,2011-02-11,1,Rural-Minor Arterial,76,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,11,5
South Dakota,Clear,2011-02-11,1,Rural-Minor Arterial,87,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,11,5
Texas,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6
Texas,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6
Texas,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6
Texas,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,25,0.11,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6
Texas,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,28,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6
Texas,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,,,Driver of a Motor Vehicle In-Transport,Not Reported,,Unknown,Unknown,2011,1,1,6
Vermont,Clear,2011-02-09,1,Rural-Minor Arterial,48,0.27,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,9,3
Virginia,Clear,2011-01-04,1,Urban-Other Principal Arterial,24,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2
West Virginia,Clear,2011-01-06,1,Rural-Major Collector,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,6,4
Wisconsin,Clear,2011-01-04,1,Rural-Minor Arterial,21,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,4,2
Wisconsin,Clear,2011-01-04,1,Rural-Minor Arterial,29,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2
Wisconsin,Clear,2011-01-04,1,Rural-Minor Arterial,65,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2
Alabama,Clear,2011-01-08,1,Rural-Principal Arterial-Other,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,8,6
Alabama,Clear,2011-01-08,1,Rural-Principal Arterial-Other,63,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,8,6
Alaska,Cloudy,2011-01-23,1,Rural-Principal Arterial-Interstate,45,0.03,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,23,7
Alaska,Cloudy,2011-01-23,1,Rural-Principal Arterial-Interstate,52,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,23,7
California,Clear,2011-01-07,1,Urban-Principal Arterial-Other Freeways or Expressways,22,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,7,5
Colorado,Snow,2011-01-09,1,Rural-Major Collector,18,0.08,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,9,7
District of Columbia,Rain,2011-03-09,2,Urban-Local Road or Street,28,0.0,Passenger of a Motor Vehicle In-Transport,Yes,Black,Female,Fatal Injury (K),2011,3,9,3
Florida,Clear,2011-01-04,1,Rural-Local Road or Street,41,0.15,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2
Florida,Clear,2011-01-04,1,Rural-Local Road or Street,43,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2
Georgia,Rain,2011-01-02,1,Rural-Major Collector,65,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,2,7
Georgia,Rain,2011-01-02,1,Rural-Major Collector,71,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,2,7
Hawaii,Clear,2011-01-05,1,Urban-Other Principal Arterial,20,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,5,3
Idaho,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-22,1,Rural-Principal Arterial-Interstate,21,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,22,6
Idaho,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-22,1,Rural-Principal Arterial-Interstate,22,0.17,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,22,6
Indiana,Cloudy,2011-01-06,1,Rural-Major Collector,64,,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),2011,1,6,4
Indiana,Cloudy,2011-01-06,1,Rural-Major Collector,,,Passenger of a Motor Vehicle In-Transport,No,,Not Reported,No Injury (O),2011,1,6,4
Kansas,Clear,2011-01-07,1,Rural-Principal Arterial-Other,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5
Kansas,Clear,2011-01-07,1,Rural-Principal Arterial-Other,27,0.14,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,7,5
Kentucky,Clear,2011-01-08,1,Rural-Principal Arterial-Other,17,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,8,6
Louisiana,Clear,2011-01-02,1,Rural-Minor Arterial,33,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7
Maryland,Clear,2011-01-07,1,Urban-Principal Arterial-Other Freeways or Expressways,51,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5
Maryland,Clear,2011-01-07,1,Urban-Principal Arterial-Other Freeways or Expressways,,,Unknown Occupant Type in a Motor Vehicle In- Transport,No,,Male,Possible Injury (C),2011,1,7,5
Massachusetts,Snow,2011-01-18,2,Rural-Minor Arterial,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,18,2
Massachusetts,Snow,2011-01-18,2,Rural-Minor Arterial,28,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,18,2
Michigan,Snow,2011-01-04,1,Urban-Principal Arterial-Other Freeways or Expressways,27,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,4,2
Minnesota,Cloudy,2011-01-17,1,Rural-Minor Arterial,36,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,17,1
Missouri,Clear,2011-01-05,1,Rural-Major Collector,33,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,5,3
Nebraska,Cloudy,2011-01-17,1,Urban-Local Road or Street,56,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,17,1
Nebraska,Cloudy,2011-01-17,1,Urban-Local Road or Street,63,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,17,1
New Hampshire,Clear,2011-01-16,1,Rural-Minor Collector,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,16,7
New Hampshire,Clear,2011-01-16,1,Rural-Minor Collector,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,16,7
New Hampshire,Clear,2011-01-16,1,Rural-Minor Collector,38,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,16,7
New Hampshire,Clear,2011-01-16,1,Rural-Minor Collector,82,0.0,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,16,7
Missouri,Snow,2011-01-10,2,Rural-Principal Arterial-Other,33,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,10,1
Montana,Snow,2011-02-22,1,Rural-Principal Arterial-Other,5,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,22,2
Montana,Snow,2011-02-22,1,Rural-Principal Arterial-Other,28,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,22,2
Montana,Snow,2011-02-22,1,Rural-Principal Arterial-Other,58,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,22,2
